UTC,FMS_ALT_PRES,FMS_TAS,FMS_SAT,FMS_LAT,FMS_LON,FMS_GRD_SPD,FMS_HDG,FMS_TRK,FMS_WNS,FMS_WND,IRS_PITCH,IRS_ROLL,IRS_VERT_ACC,ADC_IAS,GPS_ALT,A_DewPoint,A_CabinPressure,A_SurfTemp,A_TotalTemp,A_JNO2_Nadir,A_JNO2_Zenith,A_RadarAlt,C_StaticPressure,C_DiffPressure,C_StatTempDegC,C_PotTempDegK,C_MachNumber,C_CabAltitude,C_VaporPresWater,C_SatVaporPresWater,C_SatVaporPresIce,C_MixingRatio,C_RelHumidity
70224,5280.0,130.76,25.0,39.909058,-105.116501,132.25,124.44,124.39,,,-3.15,0.17,0.021,119.3,5636.0,6.19,12.128,45.53,26.65,0.000488,0.007686,-7.612,835.46,22.438,24.39,313.231,0.195,5218.2144,9.5077,30.6639,38.6734,7.15975,31.77
70225,5269.2,132.89,24.7,39.90871,-105.115799,136.0,124.09,124.34,,,-0.97,0.08,0.039,119.39,5634.2,6.39,12.132,45.67,26.54,0.000471,0.007693,-8.791,835.57,22.861,24.24,313.058,0.197,5209.4287,9.6412,30.3828,38.2638,7.26043,31.48
70226,5250.8,133.52,24.5,39.90834,-105.115128,139.19,124.17,124.06,,,1.74,0.1,0.001,118.62,5631.9,6.43,12.142,45.88,26.78,0.000487,0.007701,-9.141,836.3,22.762,24.49,313.246,0.196,5188.1709,9.6663,30.8516,38.9488,7.2732,31.91
70227,5217.8,133.15,24.5,39.907959,-105.114418,142.25,124.86,124.26,,,2.55,0.08,0.049,120.27,5630.8,6.35,12.152,46.06,26.91,0.000509,0.007701,-7.958,837.4,22.582,24.63,313.281,0.195,5165.6313,9.612,31.1111,39.3248,7.22224,30.99
70228,5200.4,133.85,24.5,39.907558,-105.11367,144.94,126.08,125.02,,,3.02,-0.51,0.065,123.95,5630.4,6.19,12.159,46.16,27.54,0.000544,0.007719,-4.149,837.61,23.289,25.2,313.851,0.198,5150.7119,9.508,32.183,40.8968,7.14132,29.48
70229,5202.2,136.02,24.5,39.907185,-105.112915,147.06,127.49,124.83,,,3.26,-1.47,0.042,131.62,5631.3,6.01,12.163,46.34,27.63,0.000566,0.007733,2.541,837.25,24.936,25.12,313.808,0.205,5142.2656,9.3948,32.0258,40.6641,7.05845,28.81
70230,5226.8,141.68,24.5,39.90678,-105.11216,149.19,128.28,124.1,,,2.56,-0.66,-0.004,135.99,5634.2,5.84,12.165,46.8,27.86,0.00059,0.007725,11.948,836.43,28.09,25.03,313.805,0.218,5138.4087,9.2852,31.8643,40.4277,6.98207,28.86
70231,5264.6,147.5,24.5,39.906418,-105.111412,151.12,128.4,124.06,,,2.58,0.42,0.014,138.88,5638.4,5.68,12.168,47.65,27.74,0.000613,0.007704,21.001,835.42,29.875,24.73,313.6,0.225,5131.2061,9.1815,31.3095,39.6173,6.91168,30.19
70232,5291.4,152.24,24.5,39.905972,-105.110641,152.81,128.22,124.06,,,2.28,0.2,-0.028,141.88,5644.9,5.7,12.174,48.81,27.3,0.00065,0.007697,30.52,834.95,31.413,24.15,313.035,0.23,5118.8052,9.1949,30.2253,38.034,6.92584,30.61
70233,5294.6,156.25,24.5,39.905613,-105.109886,154.5,127.86,124.17,,,2.52,0.27,0.048,142.19,5650.8,5.76,12.182,50.13,27.61,0.000709,0.007687,39.401,834.59,32.404,24.36,313.29,0.234,5099.4189,9.2293,30.6038,38.5858,6.95506,29.06
70234,5303.0,158.5,24.5,39.905174,-105.109085,156.06,127.71,124.23,,,3.06,0.63,0.047,144.45,5656.0,5.85,12.194,51.43,27.38,0.000734,0.007682,49.609,834.28,32.673,24.1,313.057,0.235,5073.8062,9.2886,30.1413,37.9126,7.00288,31.76
70235,5313.2,160.5,24.5,39.904766,-105.108292,157.38,127.69,124.21,,,2.67,-0.3,-0.072,145.91,5661.6,5.95,12.207,52.51,27.18,0.000706,0.007687,60.883,834.1,33.935,23.78,312.735,0.239,5045.9443,9.3549,29.557,37.0642,7.05499,31.95
70236,5323.8,162.07,24.17,39.904373,-105.107521,158.75,127.84,124.19,,,3.11,-0.78,0.057,145.23,5668.9,6.0,12.223,53.31,27.13,0.000672,0.007683,70.041,833.75,34.176,23.71,312.696,0.24,5011.2935,9.3852,29.4288,36.8787,7.08105,31.97
70237,5331.6,162.25,24.0,39.903908,-105.106705,160.31,127.88,124.12,,,3.31,-0.75,0.001,145.03,5676.4,5.96,12.24,53.83,27.13,0.000688,0.007695,80.012,833.61,33.814,23.74,312.743,0.239,4973.7139,9.3619,29.4822,36.956,7.06446,31.62
70238,5336.2,161.98,24.0,39.903511,-105.105881,161.62,127.79,124.08,,,3.15,0.87,0.03,144.15,5684.2,5.89,12.259,54.1,27.11,0.000705,0.007682,89.977,833.34,33.948,23.7,312.734,0.24,4932.8389,9.3122,29.4179,36.863,7.02888,31.25
70239,5346.6,162.04,24.0,39.903065,-105.105087,162.94,127.6,124.12,,,2.82,-0.61,0.02,146.09,5691.9,5.76,12.275,54.2,27.39,0.000742,0.007709,100.411,833.08,33.847,23.99,313.062,0.239,4898.1582,9.23,29.9282,37.6029,6.96839,29.53
70240,5355.2,163.22,24.0,39.902657,-105.104233,164.31,127.4,124.19,,,2.24,-1.41,-0.01,147.49,5700.1,5.62,12.283,54.23,27.73,0.00069,0.007719,112.428,832.8,34.955,24.22,313.337,0.243,4880.6538,9.1385,30.3511,38.2179,6.90087,30.71
70241,5366.0,165.15,24.0,39.902206,-105.103455,165.62,126.92,124.26,,,1.73,-1.07,-0.071,151.93,5707.9,5.5,12.281,54.27,27.53,0.000708,0.007719,124.296,832.56,35.948,23.92,313.048,0.246,4884.5576,9.0632,29.8088,37.4293,6.84534,30.47
70242,5374.6,168.48,24.0,39.901798,-105.102585,167.06,126.05,124.32,,,2.25,-1.07,0.027,152.11,5716.4,5.5,12.272,54.32,27.8,0.000754,0.007714,134.845,832.34,38.089,23.98,313.134,0.254,4904.1284,9.064,29.9144,37.5824,6.84778,30.74
70243,5379.6,171.26,24.0,39.901333,-105.10173,168.44,124.97,124.32,,,2.86,-1.35,0.065,154.61,5723.7,5.52,12.256,54.36,27.65,0.000724,0.00769,146.838,832.11,38.583,23.78,312.945,0.255,4938.812,9.079,29.5509,37.0554,6.86116,30.52
70244,5391.6,172.89,24.0,39.900906,-105.100876,169.69,124.05,124.26,,,2.55,-1.42,0.028,156.39,5733.6,5.58,12.237,54.27,27.83,0.000634,0.007687,160.576,831.77,39.02,23.92,313.131,0.257,4979.168,9.1158,29.8035,37.4215,6.89214,30.13
70245,5399.8,174.51,24.0,39.900452,-105.100098,170.88,123.2,124.12,,,1.94,-2.58,-0.028,158.75,5744.5,5.65,12.221,53.96,27.92,0.000615,0.007697,181.517,831.45,39.888,23.91,313.159,0.26,5015.2363,9.1608,29.7969,37.4129,6.92922,31.31
70246,5408.4,176.67,24.0,39.900032,-105.099243,172.0,122.72,123.84,,,2.41,-2.55,-0.054,159.63,5756.2,5.71,12.211,53.33,27.59,0.000637,0.007697,197.823,831.21,40.89,23.5,312.747,0.263,5037.0889,9.1986,29.0579,36.3425,6.96019,31.93
70247,5414.0,178.76,23.67,39.899574,-105.098305,173.06,122.72,123.53,,,4.04,-2.84,0.085,159.76,5765.4,5.75,12.212,52.3,27.58,0.000655,0.007705,208.733,831.15,41.373,23.43,312.686,0.264,5035.3569,9.2222,28.9441,36.1782,6.97881,31.85
70248,5415.6,179.76,23.5,39.899117,-105.097427,174.12,122.83,123.2,,,5.39,-2.52,0.212,161.43,5774.3,5.72,12.222,50.91,27.63,0.000672,0.007708,220.286,830.97,41.67,23.46,312.734,0.265,5013.2246,9.2032,28.9923,36.2478,6.96575,31.58
70249,5423.6,180.3,23.5,39.898705,-105.096573,175.0,123.03,122.74,,,5.44,-3.56,0.029,161.64,5786.4,5.61,12.236,49.34,27.72,0.000716,0.007708,247.802,830.78,42.129,23.5,312.797,0.267,4983.0264,9.1373,29.0644,36.3519,6.91689,31.46
70250,5434.6,181.35,23.5,39.898247,-105.095627,175.5,122.8,122.26,,,4.94,-6.96,-0.047,159.88,5805.2,5.5,12.249,47.85,27.73,0.000725,0.007712,298.538,830.4,42.513,23.47,312.802,0.268,4953.708,9.068,29.0044,36.2653,6.86703,30.97
70251,5455.0,181.41,23.5,39.89785,-105.094772,176.12,121.65,121.68,,,4.61,-13.59,-0.074,163.55,5823.8,5.36,12.258,46.62,27.71,0.000772,0.007701,334.415,829.83,41.894,23.51,312.909,0.266,4934.1973,8.9789,29.0796,36.3741,6.80357,31.31
70252,5467.2,182.05,23.5,39.8974,-105.093834,177.0,119.65,120.59,,,4.33,-21.1,-0.084,161.81,5841.1,5.28,12.26,45.62,27.63,0.000885,0.007655,363.19,829.44,43.104,23.31,312.737,0.27,4930.5361,8.93,28.729,35.8692,6.76933,30.51
70253,5484.4,182.02,23.5,39.897026,-105.09288,177.88,116.35,119.29,,,4.8,-22.36,0.004,161.94,5853.3,5.2,12.256,44.79,27.6,0.000912,0.007639,372.569,828.92,42.247,23.36,312.853,0.267,4938.2305,8.8778,28.8249,36.0064,6.73352,30.83
70254,5488.6,181.77,23.5,39.896633,-105.091934,178.88,112.47,117.14,,,4.83,-22.14,0.001,161.57,5865.5,5.14,12.248,43.99,27.45,0.000923,0.007644,375.519,828.65,42.838,23.15,312.656,0.269,4954.9961,8.8434,28.4526,35.47,6.70941,30.94
70255,5500.4,181.69,23.5,39.896324,-105.090942,179.62,108.39,114.19,,,5.21,-22.11,0.074,163.73,5878.3,5.12,12.239,43.13,27.5,0.00094,0.007657,396.661,828.26,42.329,23.25,312.808,0.268,4975.9746,8.8289,28.633,35.7298,6.70149,31.1
70256,5507.8,182.88,23.5,39.896034,-105.089905,180.12,105.6,111.42,,,5.76,-22.09,0.059,163.8,5894.2,5.11,12.229,42.24,27.44,0.000958,0.007656,425.721,827.96,43.935,23.03,312.608,0.273,4996.8364,8.82,28.2545,35.1852,6.69713,30.96
70257,5518.4,183.44,23.5,39.895779,-105.088928,180.75,104.14,108.52,,,5.78,-22.27,-0.037,164.28,5910.3,5.06,12.222,41.47,27.44,0.000972,0.00767,446.637,827.7,43.331,23.09,312.695,0.271,5012.9702,8.7922,28.3496,35.3219,6.67792,30.91
70258,5534.6,183.86,23.17,39.895607,-105.08783,181.38,102.91,105.69,,,5.61,-22.52,-0.129,165.28,5927.3,5.02,12.218,40.9,27.46,0.00099,0.007688,462.713,827.31,43.72,23.07,312.717,0.272,5022.1445,8.7656,28.3174,35.2755,6.66061,30.98
70259,5545.8,184.77,23.0,39.895435,-105.086716,182.06,102.0,103.43,,,6.03,-23.11,-0.101,166.2,5940.7,4.97,12.218,40.56,27.45,0.001008,0.007716,475.779,827.07,44.169,23.02,312.686,0.274,5022.3809,8.7399,28.225,35.1426,6.64283,31.0
70260,5551.6,185.61,23.0,39.89529,-105.085655,183.12,100.75,101.18,,,6.04,-23.79,-0.071,165.69,5952.5,4.88,12.221,40.4,27.47,0.001016,0.007732,494.086,826.75,44.464,23.0,312.706,0.275,5016.0161,8.683,28.2012,35.1085,6.60168,30.61
70261,5563.6,186.12,23.0,39.895138,-105.084572,184.56,98.12,98.77,,,6.44,-24.03,0.051,167.79,5961.8,4.75,12.226,40.31,27.53,0.00102,0.007727,520.084,826.29,44.988,23.01,312.764,0.276,5004.9854,8.6041,28.2147,35.1279,6.54478,30.7
70262,5572.2,187.67,23.0,39.895138,-105.083473,185.88,94.8,96.37,,,6.72,-24.54,0.082,167.38,5969.0,4.64,12.23,40.19,27.55,0.00104,0.007725,535.92,825.7,46.183,22.91,312.724,0.28,4995.8584,8.5398,28.0488,34.8899,6.50001,29.92
70263,5584.2,188.32,23.0,39.895084,-105.082314,187.0,91.68,93.65,,,6.5,-24.45,0.033,171.16,5976.9,4.55,12.232,39.92,27.79,0.001054,0.007744,552.905,825.42,46.211,23.14,313.001,0.28,4991.8076,8.4817,28.4497,35.4667,6.45757,30.78
70264,5598.0,190.16,23.33,39.895123,-105.081192,187.88,88.57,90.99,,,7.06,-21.57,0.059,168.45,5987.0,4.54,12.232,39.53,27.47,0.00104,0.007754,578.096,825.14,47.968,22.66,312.518,0.285,4991.6846,8.4775,27.6231,34.2793,6.45653,30.68
70265,5606.2,190.46,23.17,39.895138,-105.079994,188.56,85.44,88.73,,,7.57,-22.43,0.123,168.57,5996.7,4.63,12.23,39.05,27.44,0.001098,0.007735,602.115,824.86,46.493,22.77,312.664,0.281,4995.2651,8.5293,27.8042,34.5388,6.4987,30.58
70266,5622.8,188.97,23.0,39.895138,-105.078903,189.12,83.13,86.13,,,8.09,-22.92,0.155,168.36,6009.2,4.76,12.228,38.74,27.55,0.001149,0.007735,623.844,824.38,45.646,22.96,312.915,0.279,5000.4067,8.6119,28.1252,34.9994,6.56611,30.73
70267,5626.0,188.5,23.0,39.895294,-105.077759,189.62,81.27,83.12,,,7.88,-23.81,-0.01,169.62,6025.9,4.92,12.223,38.78,27.55,0.001177,0.007741,648.764,824.0,46.499,22.87,312.862,0.281,5010.5044,8.7061,27.9729,34.7808,6.64184,31.68
70268,5646.0,189.9,23.0,39.89547,-105.076614,190.12,79.5,80.51,,,6.99,-24.93,0.007,167.95,6051.2,5.16,12.219,39.09,27.49,0.001182,0.007744,679.146,823.42,47.07,22.76,312.808,0.283,5018.5044,8.8555,27.7865,34.5134,6.76182,31.7
70269,5667.4,189.69,23.0,39.895699,-105.075455,190.62,76.86,78.05,,,6.74,-25.5,-0.022,170.38,6074.3,5.48,12.216,39.47,27.67,0.001166,0.007732,700.123,822.82,45.949,23.04,313.169,0.28,5026.9829,9.0501,28.261,35.1944,6.91715,32.45
70270,5694.4,190.65,23.0,39.895931,-105.074364,191.19,74.47,75.41,,,6.16,-24.68,-0.03,172.21,6096.6,5.73,12.213,39.79,27.67,0.00114,0.007731,720.613,822.03,48.23,22.81,313.012,0.287,5032.75,9.2085,27.8716,34.6359,7.0465,34.01
70271,5718.0,193.27,23.0,39.896233,-105.073288,191.81,71.66,73.17,,,5.41,-24.31,-0.094,173.23,6115.1,5.88,12.21,40.02,27.43,0.001126,0.007741,744.847,821.77,49.03,22.49,312.709,0.289,5038.2139,9.3081,27.3463,33.8833,7.12584,34.18
70272,5730.6,194.78,23.0,39.896538,-105.072189,192.69,68.07,70.93,,,4.8,-25.37,-0.158,174.08,6134.4,5.94,12.208,40.17,27.42,0.001131,0.007752,775.361,821.11,49.263,22.46,312.744,0.29,5043.3325,9.3449,27.2876,33.7996,7.16014,34.54
70273,5753.0,195.48,22.7,39.896873,-105.071121,193.62,65.32,68.36,,,4.99,-25.46,-0.05,175.51,6152.5,5.91,12.207,40.24,27.29,0.001123,0.00778,796.243,820.25,49.7,22.28,312.653,0.291,5045.3291,9.3242,27.0,33.389,7.15165,34.94
70274,5768.6,196.4,22.5,39.897251,-105.07003,194.44,63.59,65.94,,,5.78,-24.65,0.008,174.3,6166.8,5.83,12.206,40.3,27.21,0.001103,0.007781,814.099,819.99,50.255,22.14,312.533,0.293,5046.8818,9.2773,26.7692,33.0598,7.11757,34.41
70275,5769.2,196.43,22.5,39.897713,-105.068993,195.31,61.7,63.44,,,5.9,-24.32,-0.008,174.43,6178.3,5.71,12.206,40.37,27.22,0.001092,0.007786,830.975,819.75,49.504,22.23,312.65,0.291,5048.3774,9.196,26.9091,33.2592,7.0566,34.03
70276,5779.8,196.53,22.5,39.898144,-105.067978,196.12,59.06,60.91,,,6.02,-24.57,0.017,176.7,6189.4,5.58,12.205,40.45,27.24,0.001092,0.007788,851.561,819.4,50.052,22.19,312.65,0.292,5049.1353,9.1139,26.8504,33.1755,6.99593,34.01
70277,5789.8,198.15,22.17,39.898674,-105.067001,196.75,56.19,58.67,,,6.36,-24.57,0.091,177.98,6198.7,5.45,12.206,40.51,27.18,0.001091,0.007807,864.666,819.01,51.549,21.98,312.47,0.297,5048.6514,9.0368,26.5102,32.6911,6.93934,34.12
70278,5803.4,199.47,22.0,39.899178,-105.065994,197.31,53.87,56.03,,,5.76,-25.11,-0.004,177.85,6210.0,5.32,12.204,40.58,27.17,0.001099,0.007819,887.301,818.72,51.57,21.97,312.486,0.297,5051.5044,8.9497,26.4858,32.6565,6.87418,33.54
70279,5815.2,200.12,22.0,39.899754,-105.065079,197.88,51.35,53.13,,,4.69,-26.52,-0.073,178.54,6224.0,5.19,12.203,40.7,27.22,0.00112,0.007803,908.008,818.34,52.108,21.97,312.525,0.298,5055.374,8.8749,26.481,32.6497,6.8194,33.51
70280,5826.8,200.88,22.0,39.900368,-105.064133,198.56,48.37,50.62,,,4.76,-27.26,-0.039,178.43,6240.9,5.06,12.201,40.83,27.39,0.001135,0.007797,920.481,817.93,52.388,22.1,312.712,0.299,5058.8252,8.7895,26.7004,32.9619,6.75636,32.52
70281,5840.6,201.96,22.0,39.900982,-105.063278,199.5,45.71,48.03,,,5.17,-27.27,0.03,181.06,6254.4,4.96,12.2,40.91,27.47,0.001134,0.007798,928.18,817.51,52.962,22.12,312.78,0.301,5061.3936,8.7305,26.7332,33.0086,6.71409,32.97
70282,5852.4,203.55,22.0,39.901676,-105.062424,200.38,43.32,45.26,,,5.11,-27.12,0.037,182.72,6266.0,4.94,12.198,40.93,27.46,0.00111,0.007791,944.103,817.27,53.776,22.04,312.718,0.303,5064.7573,8.72,26.5983,32.8164,6.70791,32.77
70283,5861.0,205.16,22.0,39.902386,-105.06163,201.0,41.4,42.67,,,3.65,-27.68,-0.141,182.78,6276.7,4.99,12.196,40.88,27.5,0.001118,0.007788,956.297,816.96,54.823,21.97,312.679,0.306,5070.0635,8.7507,26.4873,32.6587,6.73433,33.38
70284,5874.2,206.05,22.0,39.903084,-105.060867,202.0,38.96,40.01,,,3.22,-27.28,-0.086,182.88,6289.7,5.07,12.195,40.77,27.52,0.001121,0.007789,968.009,816.69,54.863,21.98,312.724,0.306,5072.1382,8.7979,26.5111,32.6925,6.77329,33.02
70285,5880.8,206.45,22.0,39.903881,-105.060196,203.5,36.87,37.35,,,2.36,-26.66,-0.135,184.48,6298.8,5.19,12.194,40.72,27.52,0.001101,0.007804,967.727,816.39,55.126,21.96,312.731,0.307,5074.7588,8.8722,26.4727,32.6381,6.83369,34.04
70286,5889.4,207.33,22.0,39.904655,-105.059509,205.06,35.11,34.96,,,1.09,-26.86,-0.256,184.14,6305.0,5.31,12.193,40.8,27.38,0.001101,0.007804,977.154,816.13,55.559,21.78,312.565,0.308,5077.2588,8.9431,26.1767,32.2175,6.89112,34.17
70287,5893.2,207.83,22.0,39.905476,-105.058838,206.81,32.63,32.81,,,1.49,-27.59,-0.113,185.23,6305.5,5.36,12.193,40.95,27.45,0.001124,0.007797,973.457,816.05,55.78,21.82,312.625,0.309,5075.4873,8.9788,26.2523,32.3248,6.91969,33.99
70288,5885.4,208.28,22.0,39.906319,-105.058228,208.62,30.04,30.72,,,2.17,-28.38,0.042,186.65,6299.4,5.35,12.195,41.06,27.55,0.001166,0.007762,970.998,816.32,56.629,21.85,312.617,0.311,5071.4268,8.9691,26.2862,32.373,6.90973,34.4
70289,5881.2,209.52,22.0,39.907234,-105.057655,210.25,27.28,28.43,,,2.66,-28.64,0.053,188.35,6291.9,5.26,12.196,41.04,27.62,0.001167,0.007735,959.87,816.44,57.493,21.83,312.584,0.313,5069.75,8.9153,26.2568,32.3311,6.86678,33.79
70290,5874.4,210.83,22.0,39.908089,-105.057106,211.75,24.39,25.66,,,3.04,-28.03,-0.006,188.12,6283.7,5.16,12.196,40.91,27.61,0.001155,0.007722,952.375,816.66,58.355,21.73,312.462,0.316,5069.439,8.852,26.1084,32.1206,6.81568,33.68
70291,5872.8,211.41,22.0,39.909019,-105.056625,213.0,21.97,22.68,,,2.53,-27.96,-0.045,190.36,6278.1,5.05,12.196,40.75,28.06,0.001158,0.007761,952.097,816.81,58.219,22.19,312.928,0.315,5070.124,8.7834,26.8459,33.1695,6.76098,32.35
70292,5858.2,213.33,22.0,39.909966,-105.056252,213.69,19.18,20.13,,,2.72,-28.37,0.208,193.23,6271.3,4.96,12.197,40.7,28.34,0.001175,0.007801,947.154,817.19,60.752,22.23,312.925,0.322,5067.4404,8.7313,26.9031,33.2507,6.71739,32.05
70293,5848.4,215.98,22.0,39.910927,-105.055885,214.19,16.27,17.45,,,2.55,-27.87,0.058,192.06,6265.1,4.88,12.196,40.78,28.17,0.00118,0.0078,938.569,817.26,61.522,21.98,312.659,0.324,5069.2148,8.6832,26.5074,32.6877,6.67943,32.93
70294,5840.8,216.14,22.33,39.911884,-105.05558,214.81,12.88,14.57,,,2.23,-27.97,0.037,191.74,6263.9,4.88,12.196,41.04,28.03,0.001196,0.007799,934.458,817.43,60.351,21.96,312.616,0.321,5070.5479,8.6818,26.4691,32.6329,6.6769,32.91
70295,5852.6,215.55,22.17,39.91288,-105.055344,215.31,9.21,12.13,,,2.94,-28.88,0.082,191.05,6264.8,4.89,12.196,41.53,27.95,0.001227,0.007774,942.151,817.34,60.016,21.92,312.583,0.32,5070.2837,8.6887,26.4025,32.5381,6.683,33.04
70296,5856.8,215.44,22.0,39.913887,-105.055161,215.69,6.4,9.32,,,4.13,-27.77,0.074,190.0,6266.9,4.88,12.195,42.24,27.98,0.001228,0.007765,946.885,817.17,60.047,21.94,312.621,0.32,5071.6074,8.6801,26.4342,32.5832,6.67763,32.98
70297,5865.4,214.91,22.0,39.91489,-105.055038,215.88,4.89,6.13,,,4.79,-27.64,-0.06,188.68,6270.6,4.89,12.194,43.0,27.85,0.001241,0.007765,946.686,817.18,59.048,21.91,312.591,0.317,5074.9624,8.6893,26.3898,32.5201,6.68476,33.05
70298,5869.6,213.41,22.33,39.915878,-105.055038,215.75,2.98,3.49,,,4.81,-27.72,0.007,187.52,6275.6,4.86,12.193,43.6,27.71,0.001249,0.007762,950.83,817.19,58.089,21.86,312.541,0.315,5076.0957,8.6713,26.3153,32.4143,6.67071,33.08
70299,5865.6,212.22,22.17,39.916889,-105.055038,215.56,0.75,2.29,,,4.59,-27.51,0.02,187.06,6280.7,4.81,12.192,43.88,27.68,0.001211,0.007756,939.888,817.02,57.245,21.92,312.615,0.313,5077.7334,8.6412,26.4001,32.5347,6.64865,32.65
70300,5875.0,211.61,22.0,39.917866,-105.055038,215.5,356.75,358.53,,,4.58,-28.15,-0.018,188.34,6286.2,4.78,12.191,43.67,27.64,0.001212,0.007744,943.508,816.65,57.893,21.81,312.546,0.314,5080.0225,8.6204,26.2338,32.2986,6.63555,33.09
70301,5886.6,211.48,22.0,39.918869,-105.055199,215.31,354.13,356.15,,,4.85,-28.1,0.002,186.64,6291.4,4.73,12.191,42.96,27.55,0.001179,0.007741,934.311,816.44,57.816,21.73,312.484,0.314,5081.6636,8.5927,26.1053,32.1161,6.61567,32.97
70302,5885.0,210.97,22.0,39.91983,-105.055397,215.06,351.66,353.52,,,5.46,-28.37,0.078,186.18,6297.0,4.7,12.19,41.95,27.5,0.001159,0.007727,943.06,816.3,57.361,21.72,312.485,0.313,5082.8574,8.5752,26.0827,32.0841,6.60324,32.91
70303,5886.6,210.61,22.0,39.920815,-105.055641,214.88,349.62,350.55,,,5.51,-29.16,0.022,185.13,6303.5,4.7,12.189,41.01,27.41,0.001155,0.007713,968.618,816.13,56.933,21.67,312.456,0.312,5085.8896,8.5754,26.0129,31.985,6.60478,32.89
70304,5894.8,209.83,22.0,39.921783,-105.055946,214.56,347.31,347.74,,,4.67,-29.99,-0.081,186.3,6313.5,4.85,12.187,40.38,27.39,0.001156,0.007709,987.244,815.96,56.178,21.73,312.532,0.31,5090.1787,8.6648,26.0974,32.1048,6.67579,33.55
70305,5903.0,210.05,22.0,39.922741,-105.056313,214.38,344.11,345.06,,,4.18,-30.39,-0.075,186.49,6322.3,5.23,12.185,40.18,27.38,0.001156,0.007708,986.195,815.79,57.201,21.62,312.431,0.313,5092.7231,8.8946,25.9188,31.8516,6.85625,34.86
70306,5907.2,210.33,22.0,39.923687,-105.056747,214.38,340.69,342.47,,,3.93,-30.5,-0.053,185.4,6328.6,5.59,12.185,40.38,27.31,0.001151,0.007694,989.376,815.61,57.177,21.55,312.383,0.313,5094.0874,9.1203,25.8179,31.7087,7.03375,35.6
70307,5910.6,209.82,21.67,39.924587,-105.057228,214.19,337.15,340.11,,,4.53,-28.97,0.059,184.41,6332.1,5.8,12.185,40.76,27.26,0.0011,0.007678,987.743,815.34,56.331,21.58,312.446,0.31,5094.4189,9.2551,25.8681,31.7799,7.1413,35.8
70308,5921.4,208.71,21.83,39.925518,-105.057755,214.12,334.29,337.32,,,4.72,-28.76,0.021,184.04,6334.7,5.83,12.184,41.01,27.23,0.001091,0.007671,991.312,815.23,55.781,21.61,312.483,0.309,5096.0303,9.2719,25.9053,31.8325,7.15535,35.7
70309,5924.4,207.88,22.0,39.926388,-105.058289,214.12,332.1,334.16,,,4.39,-29.36,-0.044,183.97,6338.2,5.71,12.183,41.09,27.2,0.001129,0.007664,997.159,815.14,55.327,21.62,312.507,0.308,5097.6431,9.1953,25.9261,31.862,7.09635,35.39
70310,5930.2,207.69,22.0,39.927246,-105.058975,213.88,329.03,331.46,,,4.51,-29.52,-0.022,183.96,6342.1,5.52,12.183,41.02,27.19,0.001128,0.007634,996.838,815.02,55.61,21.58,312.478,0.309,5098.957,9.0795,25.8632,31.7729,7.00709,34.8
70311,5931.2,207.85,22.0,39.928028,-105.059677,213.75,326.66,327.39,,,4.09,-29.15,-0.071,184.72,6345.4,5.33,12.182,40.92,27.2,0.001115,0.007617,995.826,814.85,55.804,21.57,312.488,0.309,5100.7568,8.9601,25.8498,31.754,6.91529,34.62
70312,5932.0,208.16,21.7,39.928871,-105.06041,213.75,324.25,326.1,,,2.88,-28.94,-0.118,183.52,6347.7,5.15,12.181,40.93,27.17,0.001079,0.007616,990.359,814.81,55.968,21.52,312.438,0.31,5103.1079,8.8471,25.7681,31.6383,6.82752,33.97
70313,5932.4,207.5,21.83,39.929646,-105.061234,213.81,321.25,323.85,,,2.87,-27.73,-0.041,183.76,6346.9,4.95,12.181,41.01,27.19,0.001069,0.007607,975.459,814.92,55.011,21.63,312.544,0.307,5102.4355,8.727,25.9452,31.8891,6.73291,33.34
70314,5934.4,207.06,22.0,39.930408,-105.062073,214.0,318.42,321.42,,,3.19,-25.06,0.042,183.78,6343.9,4.78,12.181,41.1,27.22,0.001016,0.00763,950.025,814.75,55.305,21.64,312.568,0.308,5102.9473,8.6232,25.953,31.9002,6.65336,33.13
70315,5936.0,207.23,22.0,39.931152,-105.062927,214.25,316.32,318.67,,,3.49,-24.45,0.022,183.18,6339.5,4.6,12.181,41.17,27.19,0.000993,0.007635,931.837,814.9,55.503,21.59,312.503,0.308,5103.2017,8.5115,25.8804,31.7973,6.56503,32.58
70316,5935.6,207.23,22.0,39.93185,-105.063858,214.5,314.72,316.23,,,3.46,-24.53,-0.01,184.5,6337.0,4.41,12.181,41.17,27.25,0.000983,0.007629,913.744,815.04,55.057,21.69,312.595,0.307,5103.6294,8.3988,26.0411,32.025,6.47611,32.33
70317,5932.0,207.84,22.0,39.932533,-105.064804,214.69,312.92,313.95,,,3.2,-23.97,-0.012,184.76,6334.8,4.21,12.18,41.12,27.28,0.00096,0.00763,904.962,815.06,56.231,21.6,312.499,0.31,5103.7227,8.2855,25.9002,31.8253,6.38773,31.93
70318,5922.2,208.51,22.0,39.933155,-105.065796,214.88,310.4,311.81,,,3.5,-22.76,0.083,184.51,6332.0,4.04,12.181,40.97,27.27,0.000934,0.007617,909.328,815.29,56.289,21.6,312.465,0.31,5102.395,8.1866,25.8889,31.8094,6.30885,31.3
