UTC,FMS_ALT_PRES,FMS_TAS,FMS_SAT,FMS_LAT,FMS_LON,FMS_GRD_SPD,FMS_HDG,FMS_TRK,FMS_WNS,FMS_WND,IRS_PITCH,IRS_ROLL,IRS_VERT_ACC,ADC_IAS,GPS_ALT,A_DewPoint,A_CabinPressure,A_SurfTemp,A_TotalTemp,A_JNO2_Nadir,A_JNO2_Zenith,A_RadarAlt,C_StaticPressure,C_DiffPressure,C_StatTempDegC,C_PotTempDegK,C_MachNumber,C_CabAltitude,C_VaporPresWater,C_SatVaporPresWater,C_SatVaporPresIce,C_MixingRatio,C_RelHumidity
74846,15555.3,247.19,-1.5,39.747154,-105.205467,252.0,299.21,294.81,,,3.69,26.48,0.004,194.32,16542.1,-4.33,12.756,36.25,6.35,0.00208,0.008542,,560.87,58.858,-1.51,320.45,0.38,3866.1328,4.4488,5.4876,5.4073,4.97289,81.63
74847,15576.0,246.34,-1.5,39.747707,-105.206802,252.03,301.55,296.6,,,3.74,28.4,-0.006,194.57,16557.9,-4.34,12.756,36.4,6.31,0.002092,0.008535,,560.55,59.599,-1.64,320.346,0.383,3866.5125,4.4467,5.434,5.3476,4.97351,83.34
74848,15587.5,248.11,-1.68,39.748299,-105.20813,252.16,303.91,298.8,,,3.81,30.97,-0.02,194.49,16575.8,-4.35,12.755,36.15,6.27,0.002109,0.008523,,560.12,59.798,-1.71,320.338,0.383,3866.6836,4.4434,5.4076,5.3182,4.9736,82.41
74849,15608.0,248.67,-1.82,39.748886,-105.209396,252.28,306.47,301.17,,,3.8,33.54,-0.019,194.61,16591.2,-4.36,12.755,35.49,6.25,0.002132,0.008508,,559.73,59.693,-1.72,320.39,0.383,3866.6453,4.4387,5.4034,5.3135,4.97185,81.98
74850,15614.7,248.6,-1.5,39.749565,-105.210648,252.38,309.37,303.86,,,3.81,34.87,-0.013,194.89,16606.0,-4.36,12.755,34.48,6.23,0.002135,0.008496,,559.38,60.505,-1.85,320.29,0.386,3866.7996,4.4386,5.3508,5.255,4.97474,84.89
74851,15635.9,250.61,-1.68,39.750286,-105.211838,252.34,312.5,307.03,,,3.85,35.68,0.003,195.06,16619.0,-4.38,12.755,33.27,6.2,0.002139,0.008488,,558.98,61.173,-1.97,320.217,0.388,3866.6641,4.4336,5.3046,5.2037,4.97277,85.1
74852,15646.5,252.08,-2.0,39.751083,-105.212967,252.25,315.74,309.87,,,3.88,36.68,0.008,195.12,16634.6,-4.39,12.755,31.98,6.17,0.002145,0.008477,,558.57,61.526,-2.05,320.191,0.389,3866.6965,4.4304,5.2736,5.1693,4.97277,85.79
74853,15660.3,253.22,-2.0,39.751904,-105.21405,252.22,319.01,312.54,,,3.92,37.04,0.005,195.11,16650.6,-4.42,12.755,30.7,6.13,0.002146,0.00847,,558.15,62.259,-2.19,320.1,0.392,3867.3313,4.4204,5.2212,5.1112,4.96526,86.18
74854,15682.8,253.84,-2.0,39.752693,-105.215088,252.12,322.33,315.73,,,3.98,37.1,0.008,195.07,16665.8,-4.43,12.755,29.55,6.09,0.002144,0.008468,,557.87,62.335,-2.23,320.091,0.392,3867.6343,4.4141,5.2033,5.0914,4.96066,86.65
74855,15699.2,254.09,-2.0,39.753624,-105.21608,252.03,325.57,319.0,,,4.04,37.66,0.006,195.11,16682.3,-4.45,12.755,28.62,6.03,0.002146,0.00846,,557.51,62.441,-2.31,320.061,0.392,3867.8816,4.4103,5.1744,5.0594,4.95953,87.29
74856,15714.2,254.34,-2.0,39.754555,-105.216957,251.75,328.52,322.49,,,4.07,38.16,-0.007,194.92,16697.3,-4.46,12.755,27.98,5.99,0.002148,0.008454,,557.17,62.378,-2.35,320.068,0.392,3868.0435,4.4057,5.1585,5.0418,4.95737,87.63
74857,15734.0,254.28,-2.0,39.755592,-105.217697,251.72,331.99,326.29,,,4.01,38.33,-0.011,194.76,16711.9,-4.47,12.755,27.62,5.93,0.002147,0.008452,,556.81,62.273,-2.4,320.069,0.392,3867.866,4.4035,5.1399,5.0212,4.95805,87.43
74858,15736.9,253.66,-2.17,39.756638,-105.21843,251.59,335.4,328.8,,,3.95,38.23,-0.003,194.73,16728.4,-4.48,12.755,27.48,5.88,0.002144,0.008457,,556.45,62.066,-2.42,320.1,0.392,3867.7441,4.3978,5.1305,5.0109,4.95488,87.64
74859,15757.0,253.47,-2.5,39.757671,-105.219055,251.5,338.87,332.33,,,4.01,38.28,0.007,194.74,16747.4,-4.49,12.755,27.49,5.84,0.002142,0.008462,,556.16,62.118,-2.48,320.084,0.392,3867.4148,4.3973,5.1102,4.9885,4.9569,88.33
74860,15769.4,253.94,-2.33,39.758743,-105.219688,251.44,342.28,335.71,,,4.08,37.83,0.018,194.78,16763.6,-4.5,12.755,27.53,5.8,0.002137,0.008474,,555.84,62.251,-2.54,320.064,0.392,3867.5278,4.391,5.0869,4.9627,4.95266,88.72
74861,15786.2,254.17,-2.17,39.759838,-105.220192,251.25,345.57,339.09,,,4.08,36.74,0.015,194.65,16778.9,-4.51,12.755,27.61,5.76,0.002127,0.008493,,555.47,62.261,-2.58,320.077,0.393,3867.9692,4.3898,5.0721,4.9464,4.95458,88.82
74862,15806.0,254.38,-2.5,39.760956,-105.220566,251.22,348.74,342.62,,,4.06,36.4,0.003,194.6,16795.0,-4.52,12.755,27.8,5.71,0.002123,0.008503,,555.05,62.179,-2.62,320.094,0.392,3868.0496,4.3858,5.0551,4.9277,4.9538,89.32
74863,15818.4,254.42,-2.5,39.762115,-105.220863,251.09,351.82,346.39,,,4.06,37.07,-0.013,194.4,16809.8,-4.52,12.755,28.07,5.66,0.002125,0.008504,,554.7,61.708,-2.61,320.161,0.391,3868.3491,4.3847,5.0581,4.931,4.95572,88.92
74864,15839.9,254.5,-2.5,39.763294,-105.221069,250.97,354.95,349.42,,,3.99,37.87,-0.024,194.54,16828.1,-4.53,12.755,28.38,5.66,0.002127,0.008505,,554.35,61.802,-2.64,320.19,0.392,3868.043,4.3815,5.0488,4.9207,4.95524,89.02
74865,15857.2,254.43,-2.5,39.764454,-105.221207,250.88,358.24,352.11,,,3.92,38.45,-0.013,195.08,16846.3,-4.55,12.755,28.68,5.68,0.002128,0.008508,,554.0,61.921,-2.63,320.254,0.392,3867.5601,4.3752,5.0513,4.9234,4.95113,88.83
74866,15861.8,254.64,-2.5,39.765587,-105.221313,250.88,1.96,355.4,,,3.93,38.65,0.017,195.26,16861.1,-4.56,12.755,28.87,5.66,0.002127,0.008518,,553.69,61.973,-2.67,320.261,0.392,3866.8352,4.3739,5.0372,4.908,4.95247,89.27
74867,15880.0,255.38,-2.5,39.766758,-105.221268,250.84,5.61,357.93,,,4.04,37.4,0.038,195.51,16880.1,-4.56,12.755,28.93,5.61,0.002117,0.008536,,553.32,62.642,-2.8,320.164,0.394,3866.8899,4.3741,4.9874,4.8532,4.95603,90.28
74868,15896.2,255.82,-2.5,39.767952,-105.221169,250.66,8.95,2.4,,,4.13,35.6,0.045,195.43,16898.0,-4.57,12.755,28.88,5.61,0.002112,0.008557,,552.92,62.867,-2.83,320.195,0.395,3867.679,4.3682,4.976,4.8406,4.95299,90.33
74869,15917.0,256.21,-2.67,39.769089,-105.220909,250.34,11.78,6.3,,,4.18,33.94,0.02,195.48,16912.5,-4.6,12.755,28.76,5.59,0.002093,0.008574,,552.55,62.772,-2.85,320.236,0.395,3868.2817,4.359,4.9697,4.8336,4.94579,90.2
74870,15934.2,256.1,-3.0,39.770226,-105.220642,250.22,14.23,9.31,,,4.13,32.78,-0.011,195.7,16932.4,-4.6,12.755,28.66,5.53,0.002086,0.008586,,552.21,62.51,-2.88,320.26,0.394,3867.8989,4.3579,4.96,4.823,4.94756,89.61
74871,15946.4,255.64,-2.83,39.771351,-105.220261,250.09,16.69,11.8,,,3.98,32.0,-0.024,195.79,16954.4,-4.61,12.755,28.69,5.47,0.002081,0.008597,,551.98,61.387,-2.8,320.391,0.391,3867.5437,4.3559,4.9886,4.8545,4.94734,90.32
74872,15969.8,254.61,-2.67,39.772449,-105.219872,250.03,19.24,14.52,,,3.93,31.53,-0.016,195.77,16976.6,-4.64,12.756,29.0,5.4,0.002078,0.008604,,551.63,61.109,-2.84,320.404,0.39,3865.9558,4.3463,4.9749,4.8394,4.93945,89.41
74873,15987.2,252.9,-2.83,39.773548,-105.21936,250.16,21.77,17.22,,,3.96,30.96,-0.011,195.67,16994.9,-4.64,12.756,29.66,5.34,0.002075,0.008611,,551.26,60.814,-2.87,320.43,0.39,3864.8828,4.3475,4.9639,4.8273,4.9442,89.87
74874,16008.0,252.54,-2.67,39.774624,-105.218826,250.31,24.21,19.93,,,3.92,30.74,-0.016,195.63,17012.8,-4.65,12.757,30.53,5.26,0.002073,0.008616,,550.85,60.881,-2.96,320.393,0.39,3863.939,4.3427,4.9313,4.7914,4.94238,89.59
74875,16027.0,252.94,-2.65,39.775692,-105.218178,250.5,26.66,22.87,,,3.89,31.38,-0.013,195.92,17027.2,-4.65,12.757,31.38,5.19,0.002077,0.008618,,550.45,60.22,-2.94,320.472,0.388,3862.7371,4.3418,4.9353,4.7959,4.94501,90.33
74876,16045.1,253.08,-2.17,39.776707,-105.217506,250.53,29.18,25.29,,,3.9,29.18,0.01,195.83,17047.8,-4.68,12.758,31.96,5.12,0.002065,0.008632,,550.0,60.551,-3.06,320.411,0.389,3861.3542,4.3341,4.8932,4.7497,4.94024,93.41
74877,16065.0,254.23,-2.85,39.777737,-105.216774,250.66,31.68,27.41,,,3.81,24.79,0.024,195.81,17066.9,-4.7,12.758,32.1,5.07,0.002043,0.008662,,549.64,60.571,-3.11,320.406,0.389,3861.8601,4.3272,4.8731,4.7276,4.93562,91.11
74878,16073.6,251.75,-2.98,39.778751,-105.216026,250.81,33.83,29.76,,,3.81,22.41,0.02,195.77,17084.7,-4.71,12.757,31.89,5.01,0.002032,0.008679,,549.33,60.003,-3.11,320.465,0.388,3862.5398,4.3217,4.8755,4.7303,4.93205,90.17
74879,16093.0,249.02,-2.17,39.779686,-105.215187,251.03,35.39,31.85,,,3.89,21.82,-0.002,195.68,17104.4,-4.73,12.757,31.49,4.95,0.002031,0.008685,,548.91,59.149,-3.07,320.582,0.385,3862.814,4.318,4.8903,4.7465,4.93159,91.22
74880,16109.2,250.39,-2.67,39.780659,-105.214294,251.16,36.7,33.79,,,3.83,22.14,-0.022,195.7,17124.7,-4.73,12.757,31.12,4.92,0.002035,0.008687,,548.46,58.529,-3.02,320.716,0.383,3862.8237,4.3178,4.9083,4.7661,4.93546,89.75
74881,16125.2,250.67,-3.0,39.781574,-105.213379,251.31,38.06,35.8,,,3.78,22.35,-0.028,195.91,17140.3,-4.75,12.758,30.85,4.94,0.002038,0.008688,,548.08,59.135,-3.08,320.702,0.385,3861.8379,4.3117,4.8841,4.7397,4.93181,92.38
74882,16144.0,250.8,-3.17,39.782501,-105.212448,251.56,39.55,37.43,,,3.75,22.62,-0.024,196.06,17162.1,-4.77,12.758,30.72,4.94,0.002042,0.008688,,547.68,59.584,-3.14,320.701,0.387,3861.1223,4.3042,4.8633,4.7168,4.92685,90.42
74883,16168.8,253.06,-3.5,39.783367,-105.211472,251.78,41.24,38.9,,,3.7,23.32,-0.022,196.05,17181.7,-4.77,12.759,30.72,4.92,0.002047,0.008686,,547.27,59.565,-3.17,320.741,0.387,3860.0532,4.3044,4.8549,4.7076,4.93075,93.12
74884,16190.0,253.55,-3.15,39.78429,-105.210464,252.03,43.02,40.69,,,3.62,23.98,-0.01,196.33,17198.0,-4.78,12.759,30.86,4.93,0.002052,0.008685,,546.94,59.817,-3.19,320.762,0.388,3859.4473,4.3018,4.8442,4.6959,4.93076,91.41
74885,16196.7,253.18,-2.67,39.785103,-105.209427,252.56,44.92,42.46,,,3.61,23.81,0.005,196.2,17216.1,-4.78,12.759,31.06,4.92,0.002053,0.008688,,546.59,60.005,-3.23,320.777,0.389,3858.9185,4.3004,4.8313,4.6817,4.93228,91.88
74886,16213.2,253.34,-3.17,39.785915,-105.208374,252.88,46.86,44.38,,,3.63,23.0,0.009,196.43,17232.1,-4.8,12.759,31.34,4.91,0.002052,0.008695,,546.25,59.896,-3.23,320.829,0.388,3860.0144,4.2943,4.8297,4.6801,4.92841,93.23
74887,16226.3,252.33,-3.5,39.786678,-105.20723,253.31,48.69,46.54,,,3.64,21.34,0.007,196.45,17246.7,-4.82,12.758,31.73,4.87,0.002047,0.008706,,545.86,59.628,-3.25,320.882,0.388,3860.3755,4.2885,4.8257,4.6757,4.92526,91.77
74888,16248.8,250.56,-3.5,39.787437,-105.20607,253.59,50.37,48.2,,,3.62,20.16,-0.001,196.54,17264.9,-4.83,12.758,32.16,4.84,0.002046,0.008715,,545.5,59.543,-3.27,320.919,0.388,3860.8901,4.2855,4.8186,4.6678,4.925,90.59
74889,16264.2,249.4,-3.33,39.788181,-105.20488,253.94,51.85,49.64,,,3.64,20.35,-0.013,196.86,17283.6,-4.84,12.758,32.69,4.81,0.00205,0.008714,,545.13,58.913,-3.22,321.035,0.386,3860.7104,4.2807,4.8348,4.6856,4.92284,92.61
74890,16278.3,251.17,-3.17,39.788918,-105.203697,254.22,53.25,51.28,,,3.66,22.35,-0.019,196.71,17300.7,-4.85,12.759,33.17,4.77,0.002061,0.0087,,544.76,60.351,-3.45,320.83,0.39,3859.6472,4.2778,4.7543,4.5976,4.92286,92.69
74891,16295.2,253.14,-3.5,39.789612,-105.202477,254.59,54.72,52.9,,,3.67,25.12,-0.025,196.83,17318.5,-4.85,12.759,33.56,4.76,0.002077,0.008683,,544.44,60.027,-3.42,320.912,0.389,3859.0476,4.2761,4.7626,4.6066,4.92381,94.25
74892,16312.2,253.84,-3.5,39.790298,-105.201172,254.97,56.51,54.76,,,3.65,26.87,-0.026,196.9,17335.8,-4.87,12.759,33.87,4.75,0.002086,0.008672,,544.04,60.576,-3.51,320.878,0.391,3858.3398,4.2706,4.7324,4.5736,4.92102,94.05
74893,16328.2,253.79,-3.33,39.790924,-105.199913,255.38,58.67,56.98,,,3.62,27.51,-0.003,197.41,17350.0,-4.89,12.759,34.07,4.73,0.002094,0.008668,,543.77,59.875,-3.44,321.003,0.389,3858.2942,4.2659,4.7566,4.6001,4.91803,90.78
74894,16340.4,253.0,-3.17,39.791512,-105.198532,255.84,61.12,58.92,,,3.63,28.11,0.01,197.13,17366.6,-4.9,12.759,34.15,4.67,0.002099,0.00866,,543.46,61.105,-3.66,320.795,0.393,3858.1653,4.2625,4.679,4.5154,4.9169,93.24
74895,16355.2,253.28,-3.5,39.792091,-105.197166,256.22,63.54,60.78,,,3.74,30.21,0.011,197.47,17381.7,-4.9,12.759,33.92,4.64,0.002112,0.008644,,543.14,60.252,-3.58,320.942,0.391,3858.2427,4.2601,4.7064,4.5452,4.91712,95.17
74896,16377.8,254.46,-3.67,39.792637,-105.195816,256.56,65.96,63.11,,,3.8,31.93,-0.003,197.69,17399.6,-4.92,12.759,33.41,4.61,0.002123,0.008631,,542.74,61.228,-3.74,320.818,0.394,3858.6841,4.2546,4.6501,4.4838,4.91433,97.18
74897,16383.8,256.15,-3.83,39.793053,-105.194412,256.88,68.66,65.6,,,3.72,32.38,0.006,197.51,17415.4,-4.93,12.759,32.79,4.57,0.002127,0.008623,,542.35,62.152,-3.91,320.683,0.397,3859.3218,4.2503,4.5917,4.4202,4.91282,97.07
74898,16400.2,256.36,-3.67,39.793518,-105.192947,257.38,71.52,68.35,,,3.77,33.02,0.009,197.18,17429.5,-4.95,12.759,32.23,4.51,0.002133,0.008612,,541.93,62.24,-3.99,320.664,0.397,3860.0918,4.2468,4.5654,4.3917,4.91259,96.09
74899,16417.2,256.4,-4.0,39.793827,-105.191452,257.78,74.3,71.43,,,3.89,32.94,0.023,197.43,17445.2,-4.96,12.758,31.8,4.47,0.002137,0.008606,,541.6,62.155,-4.01,320.687,0.397,3860.5684,4.2431,4.556,4.3814,4.91131,96.89
74900,16440.8,256.97,-4.17,39.794102,-105.189957,258.0,77.08,74.03,,,3.8,32.07,0.016,197.57,17463.3,-4.97,12.758,31.63,4.43,0.002136,0.008604,,541.17,62.591,-4.12,320.635,0.399,3861.1646,4.2389,4.5205,4.3429,4.91038,97.98
74901,16456.2,258.32,-4.33,39.794373,-105.188454,258.5,79.77,76.35,,,3.87,31.72,0.014,197.3,17482.2,-4.97,12.758,31.7,4.37,0.002139,0.008598,,540.87,62.583,-4.18,320.614,0.399,3861.3062,4.2385,4.5001,4.3208,4.91262,96.12
74902,16460.8,257.22,-4.0,39.794594,-105.186913,258.94,82.27,79.06,,,3.94,32.05,-0.004,197.16,17500.5,-4.98,12.758,32.02,4.32,0.002145,0.008589,,540.57,62.413,-4.21,320.628,0.398,3860.855,4.2347,4.4897,4.3095,4.91088,99.54
74903,16483.8,256.71,-4.0,39.79472,-105.185326,259.19,84.71,81.68,,,3.84,32.29,-0.026,196.86,17520.0,-5.0,12.758,32.46,4.26,0.00215,0.008582,,540.16,61.969,-4.21,320.692,0.397,3860.3074,4.2308,4.4881,4.3078,4.91015,99.33
74904,16508.8,255.34,-3.83,39.794868,-105.183777,259.47,87.33,84.4,,,3.83,32.93,-0.023,197.0,17539.3,-5.02,12.759,32.9,4.21,0.002157,0.008568,,539.81,61.778,-4.25,320.711,0.396,3859.3247,4.2238,4.4764,4.2951,4.90513,98.32
74905,16529.0,255.68,-3.67,39.79488,-105.182228,259.88,90.0,87.37,,,3.89,35.29,-0.028,196.75,17555.2,-5.03,12.759,33.36,4.17,0.002169,0.008547,,539.38,61.358,-4.24,320.798,0.395,3858.4941,4.2183,4.4805,4.2995,4.90264,98.74
74906,16541.4,256.31,-4.0,39.794781,-105.180649,260.31,92.83,89.95,,,3.9,37.23,-0.034,196.81,17573.7,-5.04,12.759,33.93,4.14,0.00218,0.008525,,538.98,62.442,-4.41,320.658,0.399,3858.2358,4.215,4.4221,4.2363,4.90244,99.72
74907,16551.5,257.55,-4.17,39.79472,-105.179077,260.56,96.0,92.37,,,3.82,37.86,-0.022,196.78,17591.4,-5.05,12.759,34.54,4.08,0.002186,0.008508,,538.56,62.375,-4.47,320.661,0.399,3858.4844,4.2131,4.4029,4.2156,4.90406,100.0
74908,16571.0,258.46,-4.5,39.794609,-105.177528,260.88,99.44,95.39,,,3.85,37.93,0.006,197.08,17607.1,-5.07,12.759,34.96,4.02,0.002191,0.00849,,538.11,62.681,-4.57,320.614,0.4,3858.8579,4.2071,4.3691,4.1791,4.90107,100.0
74909,16590.1,258.56,-4.5,39.794403,-105.176003,261.38,102.89,98.54,,,3.94,37.67,0.022,196.62,17620.1,-5.09,12.759,35.14,3.98,0.002194,0.008471,,537.76,63.279,-4.69,320.531,0.402,3859.7695,4.202,4.3296,4.1363,4.89829,100.0
74910,16603.3,260.05,-4.5,39.794075,-105.174438,261.81,106.19,101.91,,,4.0,36.95,0.02,196.48,17633.9,-5.1,12.758,35.21,3.94,0.002195,0.008451,,537.43,63.522,-4.77,320.495,0.403,3860.6941,4.1981,4.3044,4.1092,4.89682,100.0
74911,16616.3,260.12,-4.5,39.793701,-105.172897,262.09,109.32,105.6,,,3.98,36.2,0.017,196.19,17649.9,-5.12,12.758,35.21,3.88,0.002191,0.008431,,537.06,63.164,-4.79,320.534,0.402,3861.3677,4.1921,4.2978,4.1021,4.89311,100.0
74912,16631.2,259.72,-4.5,39.793289,-105.171463,262.41,112.35,108.59,,,3.97,36.04,-0.003,195.84,17664.7,-5.13,12.758,35.07,3.81,0.002196,0.008408,,536.76,62.8,-4.81,320.563,0.401,3861.4348,4.1892,4.292,4.0958,4.89244,100.0
74913,16645.3,259.24,-4.5,39.792782,-105.169983,262.59,115.3,111.18,,,3.97,36.02,-0.004,195.54,17686.2,-5.14,12.758,34.71,3.78,0.002201,0.008385,,536.43,62.591,-4.82,320.602,0.4,3861.1809,4.1843,4.2871,4.0906,4.88977,100.0
74914,16666.9,258.22,-4.33,39.792274,-105.168556,262.97,118.24,114.17,,,3.95,35.79,-0.005,195.55,17703.5,-5.15,12.758,34.36,3.71,0.002205,0.00836,,536.08,62.195,-4.83,320.646,0.399,3860.5781,4.1803,4.2825,4.0856,4.88828,100.0
74915,16681.3,257.31,-4.17,39.791679,-105.16716,263.28,121.23,117.14,,,3.88,35.33,-0.007,195.25,17721.4,-5.17,12.758,34.27,3.68,0.002209,0.008334,,535.69,62.14,-4.87,320.668,0.399,3860.4524,4.1766,4.2708,4.073,4.8875,100.0
74916,16703.8,257.79,-4.5,39.791058,-105.165817,263.47,124.27,120.17,,,3.88,33.9,0.007,195.23,17739.2,-5.18,12.759,34.59,3.65,0.002217,0.008308,,535.35,61.993,-4.88,320.715,0.399,3859.7788,4.1728,4.2675,4.0694,4.88612,100.0
74917,16719.2,257.6,-4.67,39.790329,-105.164528,263.81,127.25,123.43,,,3.89,32.48,0.02,195.12,17754.2,-5.2,12.759,35.22,3.59,0.002219,0.008284,,534.98,61.756,-4.91,320.742,0.398,3859.4246,4.1667,4.258,4.0592,4.88225,100.0
74918,16725.7,257.74,-5.0,39.789574,-105.163269,264.03,129.96,126.06,,,3.94,32.13,0.011,194.95,17772.8,-5.21,12.759,35.98,3.55,0.002223,0.00826,,534.72,61.696,-4.95,320.735,0.398,3859.7761,4.1609,4.2441,4.0442,4.87782,100.0
74919,16749.8,257.82,-5.0,39.788757,-105.162086,264.19,132.39,128.35,,,3.97,31.96,-0.01,194.98,17792.2,-5.22,12.759,36.66,3.51,0.002226,0.008239,,534.39,61.312,-4.94,320.806,0.397,3859.9824,4.158,4.2481,4.0485,4.87742,100.0
74920,16763.3,257.57,-5.0,39.787971,-105.160904,264.41,134.83,130.95,,,3.86,32.15,-0.023,195.41,17810.7,-5.24,12.759,37.17,3.48,0.00223,0.008216,,534.07,61.277,-4.98,320.818,0.397,3859.866,4.1535,4.2364,4.036,4.87512,100.0
74921,16777.3,258.0,-5.0,39.787117,-105.159729,264.56,137.35,133.52,,,3.85,32.93,-0.016,195.49,17825.8,-5.25,12.759,37.62,3.44,0.00224,0.008196,,533.74,60.846,-4.96,320.895,0.396,3859.2507,4.1506,4.2418,4.0418,4.87472,100.0
74922,16797.9,257.62,-5.0,39.786186,-105.158676,264.78,140.0,136.16,,,3.88,33.32,-0.014,195.0,17842.9,-5.26,12.759,38.1,3.39,0.002269,0.008173,,533.32,61.026,-5.04,320.878,0.396,3858.3684,4.1453,4.2177,4.0159,4.87238,100.0
74923,16819.9,256.38,-4.83,39.785252,-105.157654,264.94,142.74,139.12,,,3.82,33.12,-0.016,195.22,17860.3,-5.26,12.759,38.51,3.35,0.002247,0.008161,,532.86,61.128,-5.09,320.888,0.397,3858.2163,4.146,4.1994,3.9963,4.87742,100.0
74924,16834.3,256.1,-4.67,39.784252,-105.156693,265.19,145.57,141.59,,,3.81,34.23,-0.015,194.84,17878.0,-5.28,12.76,38.68,3.29,0.002251,0.008163,,532.56,61.224,-5.17,320.849,0.397,3858.05,4.1414,4.1756,3.9707,4.87461,100.0
74925,16852.1,256.89,-5.0,39.783222,-105.155838,265.41,148.42,143.85,,,3.9,35.74,-0.015,194.7,17895.5,-5.31,12.76,38.59,3.26,0.002259,0.008171,,532.21,60.947,-5.17,320.903,0.397,3857.8237,4.132,4.1739,3.9689,4.8668,100.0
74926,16861.6,257.53,-5.17,39.782215,-105.154953,265.53,151.42,146.6,,,3.84,36.14,-0.015,194.73,17911.5,-5.32,12.76,38.33,3.23,0.002264,0.00818,,531.72,61.545,-5.29,320.85,0.399,3858.011,4.1281,4.1374,3.9297,4.8667,100.0
74927,16881.9,257.51,-5.33,39.781139,-105.15419,265.66,154.69,149.44,,,3.75,36.06,0.001,194.68,17927.9,-5.34,12.76,37.87,3.18,0.002269,0.008191,,531.39,61.462,-5.33,320.863,0.399,3857.8398,4.1226,4.1259,3.9174,4.86315,100.0
74928,16894.4,257.24,-5.0,39.780022,-105.153481,265.78,158.04,152.5,,,3.87,36.19,0.021,194.51,17944.0,-5.35,12.76,37.28,3.14,0.002277,0.008207,,531.08,61.757,-5.41,320.814,0.4,3857.6724,4.1189,4.0993,3.8889,4.86159,100.0
74929,16914.0,257.81,-5.17,39.7789,-105.15287,265.84,161.2,155.93,,,3.99,36.83,0.011,194.37,17955.8,-5.36,12.76,36.62,3.1,0.002285,0.00822,,530.68,62.084,-5.5,320.778,0.401,3858.0046,4.1149,4.072,3.8597,4.86057,100.0
74930,16923.6,258.16,-5.5,39.77774,-105.152382,265.75,164.18,158.82,,,3.97,37.01,-0.001,194.25,17972.1,-5.38,12.759,36.03,3.05,0.002287,0.008232,,530.36,61.954,-5.53,320.797,0.4,3858.9126,4.1088,4.0624,3.8494,4.85625,100.0
74931,16943.0,258.73,-5.5,39.776527,-105.151939,265.72,167.32,161.44,,,3.89,36.52,-0.012,194.17,17992.9,-5.38,12.759,35.58,3.0,0.002282,0.008244,,529.98,61.925,-5.58,320.802,0.4,3859.7117,4.1074,4.0468,3.8327,4.85812,100.0
74932,16962.1,258.72,-5.5,39.77536,-105.151505,265.59,170.47,164.52,,,3.87,36.14,0.001,194.16,18009.4,-5.4,12.759,35.27,2.97,0.002274,0.008257,,529.64,61.463,-5.55,320.893,0.399,3859.9949,4.1034,4.055,3.8415,4.85651,100.0
74933,16969.7,258.93,-5.5,39.774117,-105.15123,265.5,173.6,167.48,,,3.92,35.89,0.009,194.23,18025.0,-5.42,12.758,35.11,2.93,0.00227,0.008267,,529.4,61.778,-5.64,320.833,0.4,3860.3235,4.097,4.0291,3.8139,4.85106,100.0
74934,16989.0,258.73,-5.5,39.772926,-105.151024,265.44,176.64,170.61,,,3.96,35.01,0.012,194.11,18039.8,-5.43,12.758,35.05,2.89,0.002272,0.008278,,529.01,61.936,-5.71,320.815,0.401,3860.2661,4.0925,4.0073,3.7906,4.84929,100.0
74935,17006.2,258.26,-5.5,39.77169,-105.150925,265.19,179.53,174.0,,,3.95,34.33,0.001,194.14,18051.6,-5.45,12.758,34.98,2.84,0.002261,0.008288,,528.7,61.554,-5.71,320.865,0.4,3860.6235,4.0873,4.0066,3.7898,4.84587,100.0
74936,17022.2,257.56,-5.33,39.770462,-105.150925,265.0,182.29,176.73,,,3.94,34.31,-0.006,194.25,18071.8,-5.47,12.759,34.94,2.8,0.002261,0.008296,,528.39,61.52,-5.75,320.873,0.4,3859.9402,4.0821,3.9948,3.7773,4.84258,100.0
74937,17037.2,256.85,-5.17,39.769253,-105.15094,264.97,184.97,179.07,,,3.95,34.37,-0.015,194.24,18090.2,-5.49,12.759,35.0,2.77,0.002262,0.008304,,528.04,60.988,-5.72,320.975,0.398,3859.2827,4.0733,4.0053,3.7885,4.83532,100.0
74938,17055.1,256.5,-5.67,39.768024,-105.151001,264.81,187.71,181.83,,,3.9,34.21,-0.016,194.33,18107.2,-5.5,12.759,35.15,2.72,0.002261,0.00831,,527.67,61.101,-5.78,320.961,0.399,3858.3933,4.0709,3.9856,3.7675,4.83571,100.0
74939,17064.6,257.55,-6.0,39.766785,-105.151123,264.59,190.53,184.59,,,3.83,34.06,-0.013,194.26,18124.8,-5.52,12.76,35.29,2.68,0.002261,0.008316,,527.37,60.911,-5.8,320.991,0.398,3857.6274,4.0647,3.98,3.7615,4.83113,100.0
74940,17085.9,257.47,-5.83,39.765575,-105.151443,264.44,193.38,187.46,,,3.88,33.94,0.003,194.27,18141.8,-5.53,12.76,35.4,2.65,0.00226,0.008322,,527.04,61.333,-5.89,320.94,0.4,3856.8801,4.062,3.9527,3.7324,4.83099,100.0
74941,17099.3,257.35,-5.67,39.764393,-105.151779,264.19,196.23,190.61,,,3.89,33.82,-0.006,194.22,18155.9,-5.54,12.76,35.48,2.63,0.00226,0.008327,,526.68,61.35,-5.92,320.968,0.4,3856.7485,4.0594,3.944,3.7231,4.83117,100.0
